PathogenSpecies,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
Leptomonas stratiomyiae,NA,NA,NA,NA,NA,NA
Leptomonas tortum,NA,NA,NA,NA,NA,NA
Crithidia fasciculata,5656,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Rhynchoidomonas luciliae,NA,NA,NA,NA,NA,NA
Gregarina alphitobii,NA,NA,NA,NA,NA,NA
Mattesia alphitobii,NA,NA,NA,NA,NA,NA
Gregarina sp.,35089,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Blastocrithidia anophelis,NA,NA,NA,NA,NA,NA
Blastocrithidia christophersi,NA,NA,NA,NA,NA,NA
Blastocrithidia cleti,NA,NA,NA,NA,NA,NA
Blastocrithidia ctenocephali,NA,NA,NA,NA,NA,NA
Blastocrithidia culicis,28005,Strigomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Blastocrithidia erythesinarum,NA,NA,NA,NA,NA,NA
Blastocrithidia euryophthalmi,NA,NA,NA,NA,NA,NA
Blastocrithidia euschisti,NA,NA,NA,NA,NA,NA
Blastocrithidia familiaris,NA,NA,NA,NA,NA,NA
Blastocrithidia gallardoi,NA,NA,NA,NA,NA,NA
Blastocrithidia gerridis,NA,NA,NA,NA,NA,NA
Blastocrithidia haemaphysalidis,NA,NA,NA,NA,NA,NA
Blastocrithidia hyalommae,NA,NA,NA,NA,NA,NA
Blastocrithidia hystrichopsyllae,NA,NA,NA,NA,NA,NA
Blastocrithidia leptocoridis,265971,Blastocrithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Blastocrithidia leptotrypanoides,NA,NA,NA,NA,NA,NA
Blastocrithidia listropodae,NA,NA,NA,NA,NA,NA
Blastocrithidia lituri,NA,NA,NA,NA,NA,NA
Blastocrithidia nalipi,NA,NA,NA,NA,NA,NA
Blastocrithidia nycteribiae,NA,NA,NA,NA,NA,NA
Blastocrithidia ortheae,NA,NA,NA,NA,NA,NA
Blastocrithidia oxycareni,NA,NA,NA,NA,NA,NA
Blastocrithidia pessoai,NA,NA,NA,NA,NA,NA
Blastocrithidia pulicis,NA,NA,NA,NA,NA,NA
Blastocrithidia sandoni,NA,NA,NA,NA,NA,NA
Blastocrithidia sp.,28004,Blastocrithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Blastocrithidia spinigeri,NA,NA,NA,NA,NA,NA
Blastocrithidia subulata,NA,NA,NA,NA,NA,NA
Blastocrithidia vacuolata,NA,NA,NA,NA,NA,NA
Blastocrithidia veliae,NA,NA,NA,NA,NA,NA
Crithidia acanthocephali,59798,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Crithidia campanulata,NA,NA,NA,NA,NA,NA
Crithidia flexonema,1967297,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Crithidia haematopotae,NA,NA,NA,NA,NA,NA
Crithidia lesnei,NA,NA,NA,NA,NA,NA
Crithidia luciliae,46909,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Crithidia minuta,NA,NA,NA,NA,NA,NA
Crithidia oncopelti,5657,Strigomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Crithidia pangoniae,NA,NA,NA,NA,NA,NA
Crithidia polleniae,NA,NA,NA,NA,NA,NA
Crithidia rileyi,NA,NA,NA,NA,NA,NA
Crithidia sp.,5655,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Crithidia striati,NA,NA,NA,NA,NA,NA
Crithidia tabani,NA,NA,NA,NA,NA,NA
Crithidia tenuis,NA,NA,NA,NA,NA,NA
Herpetomonas algeriensis,NA,NA,NA,NA,NA,NA
Herpetomonas bombycis,NA,NA,NA,NA,NA,NA
Herpetomonas caulleryi,NA,NA,NA,NA,NA,NA
Herpetomonas elmassiani,NA,NA,NA,NA,NA,NA
Herpetomonas ludwigi,NA,NA,NA,NA,NA,NA
Herpetomonas notonectae,NA,NA,NA,NA,NA,NA
Herpetomonas roubaudi,NA,NA,NA,NA,NA,NA
Herpetomonas rubrostriatae,NA,NA,NA,NA,NA,NA
Herpetomonas siphunculinae,NA,NA,NA,NA,NA,NA
Herpetomonas sp.,5714,Herpetomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Herpetomonas trajecti,NA,NA,NA,NA,NA,NA
Leptomonas davidi,NA,NA,NA,NA,NA,NA
Leptomonas serinethae,NA,NA,NA,NA,NA,NA
Trypanosoma kalwanensis,NA,NA,NA,NA,NA,NA
Rhynchoidomonas drosophilae,NA,NA,NA,NA,NA,NA
Rhynchoidomonas fanniae,NA,NA,NA,NA,NA,NA
Rhynchoidomonas intestinalis,NA,NA,NA,NA,NA,NA
Rhynchoidomonas roubaudi,NA,NA,NA,NA,NA,NA
Rhynchoidomonas siphunculinae,NA,NA,NA,NA,NA,NA
Blastocrithidia penicillidiae,NA,NA,NA,NA,NA,NA
Leptomonas sarcophagae,NA,NA,NA,NA,NA,NA
Rhynchoidomonas sp.,NA,NA,NA,NA,NA,NA
Vorticella convallaria,60850,Vorticella,Vorticellidae,Sessilida,Oligohymenophorea,NA
Carchesium sp.,168243,Carchesium,Vorticellidae,Sessilida,Oligohymenophorea,NA
Leptomonas vespae,NA,NA,NA,NA,NA,NA
Stempellia milleri,NA,NA,NA,NA,NA,NA
Weiseria spinosa,NA,NA,NA,NA,NA,NA
Stempellia sp.,NA,NA,NA,NA,NA,NA
Plasmodium berghei berghei,NA,NA,NA,NA,NA,NA
Tetrahymena sp. (Shapiro isolate),NA,NA,NA,NA,NA,NA
Toxoglugea sp.,NA,NA,NA,NA,NA,NA
Culicinomyces clavosporus,NA,NA,NA,NA,NA,NA
Pleistophora culicoidi,NA,NA,NA,NA,NA,NA
Borrelia sp.,138,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,NA
Pleistophora debaisieuxi,NA,NA,NA,NA,NA,NA
Thelohania sp. near simulii,NA,NA,NA,NA,NA,NA
Thelohania sp. near bertrami,NA,NA,NA,NA,NA,NA
Tetrahymena rotunda,NA,NA,NA,NA,NA,NA
Culicinomyces sp.,150370,Culicinomyces,Clavicipitaceae,Hypocreales,Sordariomycetes,Fungi
Simuliomyces lairdi,NA,NA,NA,NA,NA,NA
Bacillus insectus,NA,NA,NA,NA,NA,NA
Tabanomyces milkoi,NA,NA,NA,NA,NA,NA
Entomophthora apiculata,NA,NA,NA,NA,NA,NA
Entomophthora sepulchris,NA,NA,NA,NA,NA,NA
Diplocystis schneideri,NA,NA,NA,NA,NA,NA
Trypanosoma hedricki,NA,NA,NA,NA,NA,NA
Corynebacterium sp.,1716,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia,NA
Hepatozoon triatomae,NA,NA,NA,NA,NA,NA
Trypanosoma rangeli,5698,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Pleistophora blattellae,NA,NA,NA,NA,NA,NA
Leidyana subramanii,NA,NA,NA,NA,NA,NA
Torogregarina sphinx,NA,NA,NA,NA,NA,NA
Leidyana canadensis,NA,NA,NA,NA,NA,NA
Leidyana migrator,196593,Blabericola,Leidyanidae,Eugregarinorida,Conoidasida,NA
Domadracunculus janovyii,NA,NA,NA,NA,NA,NA
Nubenocephalus nebraskensis,NA,NA,NA,NA,NA,NA
Nosema portugal,72706,Nosema,Nosematidae,NA,NA,Fungi
Quadruhyalodiscus gallerucidae,NA,NA,NA,NA,NA,NA
Steinina zwetkowi,NA,NA,NA,NA,NA,NA
Caulocephalus sastrae,NA,NA,NA,NA,NA,NA
Gregarina juengeri,NA,NA,NA,NA,NA,NA
Unikaryon bouixi,NA,NA,NA,NA,NA,NA
Unikaryon mattei,NA,NA,NA,NA,NA,NA
Pleistophora grossa,NA,NA,NA,NA,NA,NA
Tetrahymena chironomi,NA,NA,NA,NA,NA,NA
Tetrahymena stegomyiae,NA,NA,NA,NA,NA,NA
Retractocephalus waltairensis,NA,NA,NA,NA,NA,NA
Retractocephalus raphidopalpii,NA,NA,NA,NA,NA,NA
Malpighiella refringens,NA,NA,NA,NA,NA,NA
Dobellina mesnili,NA,NA,NA,NA,NA,NA
Ophryoglena collini,NA,NA,NA,NA,NA,NA
Epistylis spp.,NA,NA,NA,NA,NA,NA
Retortamonas orthopterorum,NA,NA,NA,NA,NA,NA
Rhynchophrya palpans,NA,NA,NA,NA,NA,NA
Periacineta buckei,NA,NA,NA,NA,NA,NA
Gamocystis francisci,NA,NA,NA,NA,NA,NA
Gamocystis tenax,NA,NA,NA,NA,NA,NA
Monocystis legeri,NA,NA,NA,NA,NA,NA
Ophryocystis mesnili,NA,NA,NA,NA,NA,NA
Machadoella spinigeri,NA,NA,NA,NA,NA,NA
Schizocystis gregarinoides,NA,NA,NA,NA,NA,NA
Schizocystis legeri,NA,NA,NA,NA,NA,NA
Adelina simplex,NA,NA,NA,NA,NA,NA
Haplosporidium typographi,NA,NA,NA,NA,NA,NA
Coelospora binucleata ,NA,NA,NA,NA,NA,NA
Trypanosoma cruzi,5693,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leishmania donovani,5661,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Trypanosoma lewisi,5695,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Trypanosoma sp.,5690,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Plasmodium rhadinurum,NA,NA,NA,NA,NA,NA
Plasmodium vivax,5855,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,NA
Plasmodium cynomolgi,5827,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,NA
Plasmodium relictum,85471,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,NA
Hepatozoon muris ,NA,NA,NA,NA,NA,NA
Babesia argentina,NA,NA,NA,NA,NA,NA
Cryptobia gryllotalpae,NA,NA,NA,NA,NA,NA
Lophomonas blattarum,1212452,Lophomonas,NA,Lophomonadida,NA,NA
Lophomonas striata,1077219,Lophomonas,NA,Lophomonadida,NA,NA
Endamoeba blattae,NA,NA,NA,NA,NA,NA
Endamoeba thomsoni,NA,NA,NA,NA,NA,NA
Entamoeba nana,NA,NA,NA,NA,NA,NA
Endolimax blattae,NA,NA,NA,NA,NA,NA
Gregarina oblonga,NA,NA,NA,NA,NA,NA
Gregarinoides locustanae,NA,NA,NA,NA,NA,NA
Acarogregarina corolla,NA,NA,NA,NA,NA,NA
Adelina tipula,NA,NA,NA,NA,NA,NA
Amblyospora debaisieuxi,NA,NA,NA,NA,NA,NA
Apigregarina stammeri,NA,NA,NA,NA,NA,NA
Ascocystis lanyuensis,NA,NA,NA,NA,NA,NA
Balantidium sp.,71584,Balantidium,Balantidiidae,Vestibuliferida,Litostomatea,NA
Bohuslavia simulii,NA,NA,NA,NA,NA,NA
Caudospora stricklandi,NA,NA,NA,NA,NA,NA
Chytridiopsis variabilis,NA,NA,NA,NA,NA,NA
Coelomomyces clavisporus,NA,NA,NA,NA,NA,NA
Colpoda sp.,5979,Colpoda,Colpodidae,Colpodida,Colpodea,NA
Embadomonas blattae,NA,NA,NA,NA,NA,NA
Enterocystis ensis,NA,NA,NA,NA,NA,NA
Farinocystis castaneum,NA,NA,NA,NA,NA,NA
Glugea trichopterae,NA,NA,NA,NA,NA,NA
Gregarina illinensis,NA,NA,NA,NA,NA,NA
Gregarina neobrasiliensis,NA,NA,NA,NA,NA,NA
Haemogregarina mauritanica,NA,NA,NA,NA,NA,NA
Haplosporidium tipulae,NA,NA,NA,NA,NA,NA
Jirovecia brevicauda,NA,NA,NA,NA,NA,NA
Lankesteria sp.,NA,NA,NA,NA,NA,NA
Legerella hydropori,NA,NA,NA,NA,NA,NA
Lipotropha microspora,NA,NA,NA,NA,NA,NA
Microsporidium aedis,NA,NA,NA,NA,NA,NA
Microsporidium ixodis,NA,NA,NA,NA,NA,NA
Microsporidium scolyti,NA,NA,NA,NA,NA,NA
Microsporidium weiseri,NA,NA,NA,NA,NA,NA
Norlevinea orae,NA,NA,NA,NA,NA,NA
Nosema helminthorum,NA,NA,NA,NA,NA,NA
Nosema montanae,NA,NA,NA,NA,NA,NA
Nosema n. sp.,NA,NA,NA,NA,NA,NA
Nosema slovaca,NA,NA,NA,NA,NA,NA
Nosema sperchoni,NA,NA,NA,NA,NA,NA
Pleistophora agelastica,NA,NA,NA,NA,NA,NA
Pleistophora amasiae,NA,NA,NA,NA,NA,NA
Pleistophora fidelis,NA,NA,NA,NA,NA,NA
Pleistophora hyperparasitica,NA,NA,NA,NA,NA,NA
Pleistophora stegomyiae,NA,NA,NA,NA,NA,NA
Sphaerocystis tentyriae,NA,NA,NA,NA,NA,NA
Sphaerocystis simplex,NA,NA,NA,NA,NA,NA
Stempellia n. sp.,NA,NA,NA,NA,NA,NA
Tetractinospora victoris,NA,NA,NA,NA,NA,NA
Tetrahymena rostrata,5909,Tetrahymena,Tetrahymenidae,Hymenostomatida,Oligohymenophorea,NA
Thelohania chessei,NA,NA,NA,NA,NA,NA
Thelohania solenopsae,694064,Kneallhazia,Tubulinosematidae,NA,NA,Fungi
Thelohania volgensis,NA,NA,NA,NA,NA,NA
Thelohania watsoni,NA,NA,NA,NA,NA,NA
Trypanosoma melophagium,715481,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Vavraia sp.,35235,Vavraia,Pleistophoridae,NA,NA,Fungi
Gregarina macrocephala,NA,NA,NA,NA,NA,NA
Gregarina sphaerulosa,NA,NA,NA,NA,NA,NA
Protomagalhaensia serpentula,NA,NA,NA,NA,NA,NA
Tettigonospora stenopelmati,NA,NA,NA,NA,NA,NA
Pileocephalus blaberae,NA,NA,NA,NA,NA,NA
Malameba indica,NA,NA,NA,NA,NA,NA
Gregarina proteocephala,NA,NA,NA,NA,NA,NA
Endamoeba sp.,NA,NA,NA,NA,NA,NA
Tetrahymena dimorpha,NA,NA,NA,NA,NA,NA
Legeria sp.,NA,NA,NA,NA,NA,NA
Tetrahymena sialidos,NA,NA,NA,NA,NA,NA
Amblyospora barbata,NA,NA,NA,NA,NA,NA
Vairimorpha mesnili,NA,NA,NA,NA,NA,NA
Systenostrema trichostegiae,NA,NA,NA,NA,NA,NA
Pleistophora spraguei,NA,NA,NA,NA,NA,NA
Bohuslavia jungarica,NA,NA,NA,NA,NA,NA
Caudospora brevicauda,NA,NA,NA,NA,NA,NA
Amblyospora macrococcus,NA,NA,NA,NA,NA,NA
Cylindrospora fasciculata,NA,NA,NA,NA,NA,NA
Nosema couilloudi,NA,NA,NA,NA,NA,NA
Nosema peridromae,NA,NA,NA,NA,NA,NA
Nosema ptinidorum,NA,NA,NA,NA,NA,NA
Orthosomella sp. ,148816,Orthosomella,Unikaryonidae,NA,NA,Fungi
Pleistophora hylobii,NA,NA,NA,NA,NA,NA
Tabanispora tabani,NA,NA,NA,NA,NA,NA
Thelohania corynoneurae,NA,NA,NA,NA,NA,NA
Toxoglugea variabilis,NA,NA,NA,NA,NA,NA
Toxoglugea corynoneurae,NA,NA,NA,NA,NA,NA
Toxospora volgae,NA,NA,NA,NA,NA,NA
Unikaryon euzeti,NA,NA,NA,NA,NA,NA
Vavraia holocentropi,NA,NA,NA,NA,NA,NA
Vairimorpha antheraeae,NA,NA,NA,NA,NA,NA
Systenostrema corethrae,NA,NA,NA,NA,NA,NA
Microsporidium sp. III14,NA,NA,NA,NA,NA,NA
Microsporidium sp. III13,NA,NA,NA,NA,NA,NA
Tuzetia urdae,NA,NA,NA,NA,NA,NA
Cystosporogenes deliaradicae,NA,NA,NA,NA,NA,NA
Nosema partelli,NA,NA,NA,NA,NA,NA
Amblyospora tetisimulii,NA,NA,NA,NA,NA,NA
Amblyospora ussovae,NA,NA,NA,NA,NA,NA
Evlachovaia wilhelmiae,NA,NA,NA,NA,NA,NA
Janacekia costata,NA,NA,NA,NA,NA,NA
Janacekia wilhelmiae,NA,NA,NA,NA,NA,NA
Parapleistophora ectospora,NA,NA,NA,NA,NA,NA
Parathelohania simulii,NA,NA,NA,NA,NA,NA
Parastempellia odagmia,NA,NA,NA,NA,NA,NA
Simuliospora uzbekistanica,NA,NA,NA,NA,NA,NA
Stempellia angreni,NA,NA,NA,NA,NA,NA
Weiseria subpusilla,NA,NA,NA,NA,NA,NA
Simuliospora turgenica,NA,NA,NA,NA,NA,NA
Nephridiophaga periplanetae,NA,NA,NA,NA,NA,NA
Pegmatheca lamellata ,NA,NA,NA,NA,NA,NA
Tabanispora bacillifera,NA,NA,NA,NA,NA,NA
Amblyospora aestiva,NA,NA,NA,NA,NA,NA
Amblyospora firma,NA,NA,NA,NA,NA,NA
Amblyospora ukrainica,NA,NA,NA,NA,NA,NA
Amblyospora verna,NA,NA,NA,NA,NA,NA
Amblyospora certa,NA,NA,NA,NA,NA,NA
Amblyospora rustica,NA,NA,NA,NA,NA,NA
Amblyospora media,NA,NA,NA,NA,NA,NA
Aedispora dorsalis,NA,NA,NA,NA,NA,NA
Krishtalia pipiens,NA,NA,NA,NA,NA,NA
Gregarina caboverdensis,NA,NA,NA,NA,NA,NA
Gregarina oxycarae,NA,NA,NA,NA,NA,NA
Stenophora spinotarsus,NA,NA,NA,NA,NA,NA
Unilobus alphitobii,NA,NA,NA,NA,NA,NA
Amblyospora salinaria,238873,Amblyospora,Amblyosporidae,NA,NA,Fungi
Actinocephalus sieboldi,NA,NA,NA,NA,NA,NA
Asterophora sp.,80618,Asterophora,Lyophyllaceae,Agaricales,Agaricomycetes,Fungi
Sphaerocystis sp.,915267,Sphaerocystis,Palmellaceae,Tetrasporales,Chlorophyceae,Viridiplantae
Stylocystis sp.,NA,NA,NA,NA,NA,NA
Anisolobus theodoridesi,NA,NA,NA,NA,NA,NA
Pilosporella simulii,NA,NA,NA,NA,NA,NA
Janacekia cristula,NA,NA,NA,NA,NA,NA
Stempellia odontotermi,NA,NA,NA,NA,NA,NA
Nosema telengae,NA,NA,NA,NA,NA,NA
Nosema adjuncta,NA,NA,NA,NA,NA,NA
Microsporidium sp.,144516,Microsporidium,NA,NA,NA,Fungi
Gurleya corynoneurae,NA,NA,NA,NA,NA,NA
Retractocephalus halticae,NA,NA,NA,NA,NA,NA
Grebneckiella indica,NA,NA,NA,NA,NA,NA
Protomagalhaensia granulosae,650293,Protomagalhaensia,Hirmocystidae,Eugregarinorida,Conoidasida,NA
Protomagalhaensia blaberae,NA,NA,NA,NA,NA,NA
Diplocystis sp.,388828,Diplocystis,Diplocystaceae,Boletales,Agaricomycetes,Fungi
Amblyospora nuratae,NA,NA,NA,NA,NA,NA
Microsporidium lasiodermi,NA,NA,NA,NA,NA,NA
Monocercomonoides blattae ,NA,NA,NA,NA,NA,NA
Ophryocystis n. sp.,NA,NA,NA,NA,NA,NA
Johenrea locustae,NA,NA,NA,NA,NA,NA
Canningia spinidentis,NA,NA,NA,NA,NA,NA
Crithidia bombi,288676,Crithidia,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Cougourdella sp.,322146,Cougourdella,Cougourdellidae,NA,NA,Fungi
Coelomomyces iliensis var. indus,NA,NA,NA,NA,NA,NA
Zoophthora orientalis,NA,NA,NA,NA,NA,NA
Lagenidium culicidum,NA,NA,NA,NA,NA,NA
Entomophthora thripidum,164419,Entomophthora,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
Entomophthora parvispora,NA,NA,NA,NA,NA,NA
Entomophthora weberi,NA,NA,NA,NA,NA,NA
Pleistophora xyloteri,NA,NA,NA,NA,NA,NA
Nosema dryocoeti,NA,NA,NA,NA,NA,NA
Unikaryon montanum,NA,NA,NA,NA,NA,NA
Laboulbenia diplocheilae,NA,NA,NA,NA,NA,NA
Spiroplasma poulsonii,2138,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,NA
Entomophthora destruens,NA,NA,NA,NA,NA,NA
Entomophthora vomitoriae,NA,NA,NA,NA,NA,NA
Hirsutella thompsonii var. synnematosa,NA,NA,NA,NA,NA,NA
Stilbella buquetti,NA,NA,NA,NA,NA,NA
Hirsutella fusiformis,1602203,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Smittium culicis,133412,Smittium,Legeriomycetaceae,Harpellales,Harpellomycetes,Fungi
Smittium culisetae,1213189,Zancudomyces,Legeriomycetaceae,Harpellales,Harpellomycetes,Fungi
Verticillium sp. prob. lecanii,NA,NA,NA,NA,NA,NA
Syngliocladium sp.,NA,NA,NA,NA,NA,NA
Eryniopsis ptychopterae,76015,Eryniopsis,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
Cordyceps variabilis,386289,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Verticillium lamellicola,93593,Simplicillium,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Trichoderma lignorum,5547,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Fungi
Hirsutella illustris,270393,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Conidiobolus sp. nr. coronatus,NA,NA,NA,NA,NA,NA
Colletotrichum gloeosporioides,474922,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Fungi
Verticillium pseudohemipterigenum,132152,Verticillium,NA,Hypocreales,Sordariomycetes,Fungi
Cordycepioideus bisporus,61658,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Mariannaea pruinosa,129524,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Geotrichum sp.,43987,Geotrichum,Dipodascaceae,Saccharomycetales,Saccharomycetes,Fungi
Tolypocladium inflatum,29910,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Mariannaea sp.,64630,Mariannaea,Nectriaceae,Hypocreales,Sordariomycetes,Fungi
Coelomomyces dentialatus,NA,NA,NA,NA,NA,NA
Coelomomyces stegomyiae var. stegomyiae,NA,NA,NA,NA,NA,NA
Coelomomyces quadrangulatus var. quadrangulatus,NA,NA,NA,NA,NA,NA
Coelomomyces utahensis,NA,NA,NA,NA,NA,NA
Coelomomyces psorophorae var. tasmaniensis,NA,NA,NA,NA,NA,NA
Coelomomyces borealis var. borealis,NA,NA,NA,NA,NA,NA
Coelomomyces psorophorae var. psorophorae,NA,NA,NA,NA,NA,NA
Coelomomyces borealis var. giganteus,NA,NA,NA,NA,NA,NA
Coelomomyces quadrangulatus var. lamborni,NA,NA,NA,NA,NA,NA
Coelomomyces arcellaneus,NA,NA,NA,NA,NA,NA
Coelomomyces psorophorae var. halophilus,NA,NA,NA,NA,NA,NA
Coelomomyces indicus,NA,NA,NA,NA,NA,NA
Coelomomyces reticulatus var. parvus,NA,NA,NA,NA,NA,NA
Coelomomyces iliensis var. irregularis,NA,NA,NA,NA,NA,NA
Coelomomyces iyengarii,NA,NA,NA,NA,NA,NA
Coelomomyces thailandensis,NA,NA,NA,NA,NA,NA
Coelomomyces raffaelei var. raffaelei,NA,NA,NA,NA,NA,NA
Coelomomyces triangulatus,NA,NA,NA,NA,NA,NA
Coelomomyces lairdi,NA,NA,NA,NA,NA,NA
Coelomomyces couchii,NA,NA,NA,NA,NA,NA
Coelomomyces fasciatus,NA,NA,NA,NA,NA,NA
Coelomomyces orbicularis,NA,NA,NA,NA,NA,NA
Coelomomyces orbiculostriatus,NA,NA,NA,NA,NA,NA
Coelomomyces rugosus,NA,NA,NA,NA,NA,NA
Coelomomyces reticulatus var. reticulatus,NA,NA,NA,NA,NA,NA
Coelomomyces iliensis var. indianensis,NA,NA,NA,NA,NA,NA
Coelomomyces carolinianus,NA,NA,NA,NA,NA,NA
Coelomomyces quadrangulatus var. irregularis,NA,NA,NA,NA,NA,NA
Coelomomyces raffaelei var. parvus,NA,NA,NA,NA,NA,NA
Coelomomyces musprattii,NA,NA,NA,NA,NA,NA
Coelomomyces chironomi,NA,NA,NA,NA,NA,NA
Coelomomyces tuzetae,NA,NA,NA,NA,NA,NA
Coelomomyces iliensis var. australicus,NA,NA,NA,NA,NA,NA
Coelomomyces iliensis var. iliensis,NA,NA,NA,NA,NA,NA
Coelomomyces tuberculatus,NA,NA,NA,NA,NA,NA
Coelomomyces elegans,NA,NA,NA,NA,NA,NA
Coelomomyces dubitskii,NA,NA,NA,NA,NA,NA
Coelomomyces seriostriatus,NA,NA,NA,NA,NA,NA
Coelomomyces iliensis var. striatus,NA,NA,NA,NA,NA,NA
Coelomomyces quadrangulatus var. parvus,NA,NA,NA,NA,NA,NA
Coelomomyces sulcatus,NA,NA,NA,NA,NA,NA
Coelomomyces madagascaricus,NA,NA,NA,NA,NA,NA
Coelomomyces canadensis,NA,NA,NA,NA,NA,NA
Coelomomyces lacunosus var. lacunosus,NA,NA,NA,NA,NA,NA
Coelomomyces lacunosus var. madagascaricus,NA,NA,NA,NA,NA,NA
Coelomomyces celatus,NA,NA,NA,NA,NA,NA
Coelomomyces stegomyiae var. chapmani,NA,NA,NA,NA,NA,NA
Coelomomyces notonectae,NA,NA,NA,NA,NA,NA
Nosema tyriae,84376,Nosema,Nosematidae,NA,NA,Fungi
Metarhizium flavoviride var. flavoviride,92630,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Fungi
Paecilomyces sp. nov.,NA,NA,NA,NA,NA,NA
Entomophthora brevinucleata,NA,NA,NA,NA,NA,NA
Actinomyces lavendulae,1914,Streptomyces,Streptomycetaceae,Streptomycetales,Actinomycetia,NA
Plusia gamma NPV (PgSNPV),NA,NA,NA,NA,NA,NA
Pieris brassicae GV,NA,NA,NA,NA,NA,NA
Agrotis segetum GV,NA,NA,NA,NA,NA,NA
Agrotis segetum NPV  (AsMNPV),NA,NA,NA,NA,NA,NA
Mamestra brassicae NPV (MbMNPV),NA,NA,NA,NA,NA,NA
Lymantria dispar NPV  (LdMNPV),NA,NA,NA,NA,NA,NA
Spodoptera exigua NPV  (SeMNPV),NA,NA,NA,NA,NA,NA
Autographa californica NPV (AcMNPV),NA,NA,NA,NA,NA,NA
Pseudoplusia includens NPV  (PiSNPV),NA,NA,NA,NA,NA,NA
Syngrapha selecta NPV  (SsSNPV),NA,NA,NA,NA,NA,NA
Trichoplusia ni NPV  (TnSNPV),NA,NA,NA,NA,NA,NA
Thymelicus lineola NPV,NA,NA,NA,NA,NA,NA
Carposina niponensis GV,NA,NA,NA,NA,NA,NA
Heliothis armigera NPV  (HaMNPV),NA,NA,NA,NA,NA,NA
Dasychira basiflava NPV,NA,NA,NA,NA,NA,NA
Plodia interpunctella GV,NA,NA,NA,NA,NA,NA
Cydia pomonella GV,NA,NA,NA,NA,NA,NA
Bombyx mori NPV,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
Anticarsia gemmatalis NPV  (AgMNPV),NA,NA,NA,NA,NA,NA
Euproctis similis NPV,NA,NA,NA,NA,NA,NA
Colias eurytheme NPV,NA,NA,NA,NA,NA,NA
Celerio euphorbiae NPV,NA,NA,NA,NA,NA,NA
Aedes taeniorhynchus IV (RMIV),NA,NA,NA,NA,NA,NA
Corethrella brakeleyi IV,NA,NA,NA,NA,NA,NA
Culiseta IV,NA,NA,NA,NA,NA,NA
Choristoneura fumiferana NPV  (CfMNPV),NA,NA,NA,NA,NA,NA
Choristoneura fumiferana GV,NA,NA,NA,NA,NA,NA
Heliothis zea NPV (HzSNPV),NA,NA,NA,NA,NA,NA
Anagrapha falcifera NPV (AfMNPV),NA,NA,NA,NA,NA,NA
Bombyx mori CPV,NA,NA,NA,NA,NA,NA
Dendrolimus spectabilis CPV,NA,NA,NA,NA,NA,NA
Steinernema affinis,NA,NA,NA,NA,NA,NA
