"ERNv","HostSpecies","VirusType","PathogenSpecies","Virus","HostStageInfected","HostTissueInfected","FieldOrLab","Country","IntermediateHost","CreationDate","ModificationDate","ProvinceA","PathogenValue","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
1563,"Trichoplusia ni","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1564,"Pseudoplusia includens","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",689277,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1565,"Spodoptera ornithogalli","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",42029,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1566,"Helicoverpa zea","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1567,"Agrotis ipsilon","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",56364,"Agrotis","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1568,"Hypena scabra","DNA virus","Baculoviridae","NPV","Larva","","Lab","USA","",1996-02-27,2000-12-28,"","","Virus",95219,"Hypena","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1569,"Spodoptera frugiperda","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1570,"Plutella xylostella","DNA virus","Baculoviridae","Putella xylostella GV","Larva","","Lab","Japan","",1996-02-27,1999-02-12,"","","Virus",51655,"Plutella","Plutellidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1571,"Cadra figulilella","DNA virus","Baculoviridae","GV","Larva","","Field","USA","",1996-02-27,1999-02-12,"","","Virus",1371672,"Cadra","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1572,"Cadra figulilella","DNA virus","Baculoviridae","NPV","Larva","","Field","USA","",1996-02-27,1999-02-12,"","","Virus",1371672,"Cadra","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1573,"Plodia interpunctella ","DNA virus","Baculoviridae","Cadra figulilella GV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",58824,"Plodia","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1574,"Plodia interpunctella ","DNA virus","Baculoviridae","Cadra figulilella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",58824,"Plodia","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1575,"Ephestia elutella","DNA virus","Baculoviridae","Cadra figulilella NPV","Larva","","Lab","USA","",1996-02-27,1999-02-12,"","","Virus",1373157,"Ephestia","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1328,"Diabrotica undecimpunctata","DNA virus","Baculoviridae","Diabrotica undecimpunctata NOBV-like ","Adult","Hemocytes, midgut cells","Field","USA","",1996-02-27,1999-02-12,"","","Virus",50387,"Diabrotica","Chrysomelidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1329,"Diabrotica undecimpunctata","","","filamentous virus-like particle","Adult","Hemocytes, midgut cells","Field","USA","",1996-02-27,1999-02-12,"","","Virus",50387,"Diabrotica","Chrysomelidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
1129,"Agraulis vanillae","DNA virus","Parvoviridae","Agraulis vanillae DNV","","","Field","United Kingdom","",1996-02-28,1999-02-12,"","","Virus",2795540,"Dione","Nymphalidae","Lepidoptera","Insecta",10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1130,"Casphalia extranea","DNA virus","Parvoviridae","Casphalia extranea DNV","","","Field","","",1996-02-28,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1131,"Corethrella appendiculata","DNA virus","Iridoviridae","Corethrella brakeleyi IV","","","","","",1996-03-02,1999-02-12,"","","Virus",1370023,"Corethrella","Chaoboridae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1132,"Culex salinarius","DNA virus","Iridoviridae","Culiseta IV","","","","","",1996-03-05,1999-02-12,"","","Virus",38743,"Culex","Culicidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1133,"Culex territans","DNA virus","Iridoviridae","Culiseta IV","","","","","",1996-03-05,1999-02-12,"","","Virus",42431,"Culex","Culicidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1134,"Aedes aegypti","DNA virus","Iridoviridae","SIV","","","","","",1996-03-05,1999-02-12,"","","Virus",7159,"Aedes","Culicidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1576,"Chaoborus astictopus","DNA virus","Baculoviridae","Chaoborus astictopus NOBV-like ","Larva","","","","",1996-03-05,1999-02-12,"","","Virus",53523,"Chaoborus","Chaoboridae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1330,"Gyrinus natator","DNA virus","Baculoviridae","Gyrinus natator NOBV-like","Adult","Midgut epithelium","","","",1996-03-05,1999-02-12,"","","Virus",1553335,"Gyrinus","Gyrinidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1135,"Bacillus rossius","DNA virus","Baculoviridae","Bacillus rossius NOBV-like","","Midgut epithelium","","","",1996-03-05,1999-02-12,"","","Virus",75184,"Bacillus","Bacillidae","Phasmatodea","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1136,"Acheta domesticus","DNA virus","Baculoviridae","Acheta domesticus NOBV-like","","","","","",1996-03-07,2000-12-28,"","","Virus",6997,"Acheta","Gryllidae","Orthoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1137,"Pentalonia nigronervosa","DNA virus","Baculoviridae","Pentalonia nigronervosa NOBV-like","","","","","",1996-03-07,1999-02-12,"","","Virus",693967,"Pentalonia","Aphididae","Hemiptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1138,"Pulex simulans","DNA virus","Baculoviridae","Pulex simulans NOBV-like","","Midgut epithelium","","","",1996-03-07,1999-02-12,"","","Virus",154009,"Pulex","Pulicidae","Siphonaptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1331,"Apis mellifera","DNA virus","Baculoviridae","Nonoccluded baculovirus-like","Adult","Fat body","","","",1996-03-07,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1332,"Tenebrio molitor","DNA virus","Baculoviridae","Tenebrio molitar NOBV-like","Adult","Midgut epithelium","","","",1996-03-07,1999-02-12,"","","Virus",7067,"Tenebrio","Tenebrionidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1577,"Scolytus scolytus","DNA virus","Baculoviridae","Scolytus scolytus NOBV-like","Larva","","","","",1996-03-07,1999-02-12,"","","Virus",1002013,"Scolytus","Curculionidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1333,"Glossina pallidipes","DNA virus","Baculoviridae","Glossina pallidipes NOBV","Adult","Salivary gland","","","",1996-03-07,1999-02-12,"","","Virus",7398,"Glossina","Glossinidae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1659,"Merodon equestris","DNA virus","Baculoviridae","Merodon equestris NOBV-like","PupaAdult","Salivary gland","","","",1996-03-07,1999-02-12,"","","Virus",511117,"Merodon","Syrphidae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1139,"Darna nararia","DNA virus","Baculoviridae","Natada nararia GV","","","","","",1996-03-07,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1140,"Choristoneura murinana","DNA virus","Baculoviridae","Cacoecia murinana GV","","","","","",1996-03-07,1999-02-12,"","","Virus",106494,"Choristoneura","Tortricidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1141,"Discestra trifolii","DNA virus","Baculoviridae","Scotogramma trifolii GV","","","","","",1996-03-07,1999-02-12,"","","Virus",987454,"Anarta","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1142,"Aedes sollicitans","RNA virus","Reoviridae","CPV","","","","","",1996-04-24,1999-02-12,"","","Virus",310513,"Ochlerotatus","Culicidae","Diptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1143,"Choristoneura fumiferana","DNA virus","Baculoviridae","Choristoneura occidentalis GV","","","Field","Canada","",1996-05-02,1999-02-12,"recorded from Canada","Insignificant control agent","Virus",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1144,"Mamestra configurata","DNA virus","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","","","Field","Canada","",1996-05-02,1999-02-12,"SK","Useful control agent","Virus",174822,"Mamestra","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1145,"Simulium vittatum","DNA virus","Iridoviridae","Simulium vittatum IV","","","Field","Canada","",1996-05-02,1999-02-12,"SK","Unknown","Virus",7192,"Simulium","Simuliidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1146,"Bombyx mandarina","RNA virus","Picornaviridae","Infectious flacherie virus ","","","Field","Japan","",1996-07-06,1999-02-12,"","","Virus",7092,"Bombyx","Bombycidae","Lepidoptera","Insecta",12058,NA,"Picornaviridae","Picornavirales","Pisoniviricetes","Orthornavirae"
1147,"Cicadulina bimaculata","RNA virus","Reoviridae","Leafhopper A virus","","","","","",1996-07-06,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1148,"Helicoverpa armigera","DNA virus","Baculoviridae","Heliothis armigera GV","","","","","",1996-07-07,1999-02-12,"","","Virus",29058,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1149,"Calliphora vomitoria","DNA virus","Baculoviridae","NPV","","","","","",1996-07-08,1999-02-12,"","","Virus",27454,"Calliphora","Calliphoridae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1150,"Aedes flavescens","DNA virus","Poxviridae","EPV","","","","","",1996-07-08,1999-02-12,"","","Virus",662894,"Ochlerotatus","Culicidae","Diptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1151,"Anopheles albimanus","DNA virus","Poxviridae","EPV","","","","","",1996-07-08,1999-02-12,"","","Virus",7167,"Anopheles","Culicidae","Diptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1152,"Culex quinquefasciatus","DNA virus","Iridoviridae","IV","","","","","",1996-07-08,1999-02-12,"","","Virus",7176,"Culex","Culicidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1153,"Culiseta annulata","DNA virus","Parvoviridae","DNV","","","","","",1996-07-08,1999-02-12,"","","Virus",332058,"Culiseta","Culicidae","Diptera","Insecta",10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1154,"Arge pectoralis","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",455474,"Arge","Argidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1155,"Hypercompe icasia","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",694597,"Hypercompe","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1156,"Pericallia ricini","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",337079,"Olepa","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1157,"Phragmatobia fuluginosa","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1158,"Spilosoma punctaria","DNA virus","Iridoviridae","IV","","","","","",1996-07-08,1999-02-12,"","","Virus",2249631,"Spilosoma","Erebidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1159,"Alsophila pometaria","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",689273,"Alsophila","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1160,"Lambdina fiscellaria somniaria","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1161,"Lambdina fiscellaria lugubrosa","DNA virus","Baculoviridae","GV","","","","","",1996-07-08,1999-02-12,"","","Virus",84293,"Lambdina","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1162,"Nepytia freemani","RNA virus","Reoviridae","CPV","","","","","",1996-07-08,1999-02-12,"","","Virus",942327,"Nepytia","Geometridae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1163,"Selidosema suavis","RNA virus","Reoviridae","CPV","","","","","",1996-07-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1164,"Malacosoma californicum pluviale","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"BC","Useful control agent","Virus",151313,"Malacosoma","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1165,"Euproctis pseudoconspersa","RNA virus","Reoviridae","CPV","","","","","",1996-07-10,1999-02-12,"","","Virus",1510228,"Euproctis","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1166,"Lymantria dispar japonica","DNA virus","Baculoviridae","NPV","","","","","",1996-07-10,1999-02-12,"","","Virus",13123,"Lymantria","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1167,"Achaea janata","DNA virus","Baculoviridae","NPV","","","","","",1996-07-10,1999-02-12,"","","Virus",378752,"Achaea","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1168,"Diparopsis watersi","RNA virus","Reoviridae","CPV","","","","","",1996-07-10,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1169,"Discestra trifolii","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",987454,"Anarta","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1170,"Dryobota furva","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1171,"Euxoa messoria","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",689085,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1172,"Euxoa ochrogaster","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",1341263,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1173,"Helicoverpa punctigera","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",27545,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1174,"Helicoverpa zea","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1175,"Mamestra configurata","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"MB, SK, AB","Useful control agent","Virus",174822,"Mamestra","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1176,"Mythimna convecta","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",1123341,"Mythimna","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1177,"Nephelodes minians","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",320044,"Nephelodes","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1178,"Noctua pronuba","DNA virus","Baculoviridae","NPV","","","","","",1996-07-10,1999-02-12,"","","Virus",214277,"Noctua","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1179,"Nymphalis antiopa","DNA virus","Baculoviridae","GV","","","","","",1996-07-10,1999-02-12,"","","Virus",171592,"Nymphalis","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1578,"Hyalophora cecropia","DNA virus","unknown","nonoccluded virus","Larva","midgut","Field","England","",1996-07-12,1999-02-12,"","","Virus",7123,"Hyalophora","Saturniidae","Lepidoptera","Insecta",32644,NA,NA,NA,NA,NA
1579,"Odontria sp.","DNA virus","Iridoviridae","IV ","Larva","","","New Zealand","",1996-07-14,1999-02-12,"","","Virus",50575,"Odontria","Scarabaeidae","Coleoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1180,"Loxostege sticticalis","DNA virus","Baculoviridae","GV","","","","","",1996-07-21,1999-02-12,"","","Virus",481309,"Loxostege","Crambidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1181,"Hemileuca eglanterina","DNA virus","Baculoviridae","GV","","","","","",1996-07-21,1999-02-12,"","","Virus",167094,"Hemileuca","Saturniidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1182,"Acleris variana","DNA virus","Baculoviridae","GV","","","","","",1996-07-21,1999-02-12,"","","Virus",904080,"Acleris","Tortricidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1183,"Adoxophyes fasciata","DNA virus","Poxviridae","EPV","","","","","",1996-07-21,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1184,"Artona funeralis","DNA virus","Baculoviridae","GV","","","","","",1996-07-21,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1185,"Samia cynthia ricini","RNA virus","Picornaviridae","Infectious flacherie virus ","","","","","",1996-07-21,1999-02-12,"","","Virus",63990,"Samia","Saturniidae","Lepidoptera","Insecta",12058,NA,"Picornaviridae","Picornavirales","Pisoniviricetes","Orthornavirae"
1186,"Imbrasia cytherea","RNA virus","Tetraviridae","NdBV","","","","","",1996-07-22,1999-02-12,"","","Virus",2059211,"Gonimbrasia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1187,"Opodiphthera eucalypti","RNA virus","Tetraviridae","AnBV","","","","","",1996-07-22,1999-02-12,"","","Virus",180277,"Opodiphthera","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1188,"Helicoverpa zea","DNA virus","Baculoviridae","mNPV","","","","","",1996-07-24,1999-02-12,"","","Virus",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1189,"Melanchra picta","DNA virus","Baculoviridae","Melanchra picta NPV  (MpMNPV)","","","","","",1996-07-24,1999-02-12,"","","Virus",689214,"Melanchra","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
