"ERNnem","refCode","Reference","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
217,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Eupeodes corollae","Steinernema feltiae",290404,"Eupeodes","Syrphidae","Diptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
218,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Eupeodes corollae","Heterorhabditis bacteriophora",290404,"Eupeodes","Syrphidae","Diptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
219,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Pterostichus cupreus","Heterorhabditis bacteriophora",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
220,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Pterostichus cupreus","Heterorhabditis bacteriophora",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
221,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Pterostichus cupreus","Heterorhabditis sp.",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
222,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Platynus dorsalis","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
223,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Eupeodes corollae","Heterorhabditis sp.",290404,"Eupeodes","Syrphidae","Diptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
224,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Pterostichus cupreus","Steinernema feltiae",270614,"Poecilus","Carabidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
31,1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","Platynus dorsalis","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
33,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Bibio hortulana","Steinernema affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Anomala dubia","Steinernema arenarium",1143021,"Anomala","Scarabaeidae","Coleoptera","Insecta",172738,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
37,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Anomala dubia","Steinernema arenarium",1143021,"Anomala","Scarabaeidae","Coleoptera","Insecta",172738,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
39,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agriotes lineatus","Steinernema carpocapsae",292458,"Agriotes","Elateridae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
40,1275,"Glaser, R. W., McCoy, E. E. and Girth, H. G., 1942.  The biology and culture of Neoaplectana chresima, a new nematode parasitic in insects.  J. Parasitol. 26: 49-495.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
41,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
42,1277,"Ahmad, R., 1974.  Studies on Graphognathus leucolma (Boh.) Col: Curculionidae and its natural enemies in the central provinces of Argentina.  Tech. Bull. Commonw. Inst. Biol. Control 17: 19-28.","Graphognathus leucoloma","Steinernema carpocapsae",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
43,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Otiorhynchus sulcatus","Steinernema carpocapsae",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
44,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cleonis mendicus","Steinernema carpocapsae",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
45,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Hylobius pales","Steinernema carpocapsae",2339928,"Hylobius","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
46,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Vespula sp.","Steinernema carpocapsae",7451,"Vespula","Vespidae","Hymenoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
229,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cephalcia lariciphila","Steinernema carpocapsae",1384797,"Cephalcia","Pamphiliidae","Hymenoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
230,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Rhagoletis pomonella","Steinernema carpocapsae",28610,"Rhagoletis","Tephritidae","Diptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
47,1279,"Dutky, S. R.; and Hough, W.S., 1955. Note on a parasitic nematode from codling moth larvae, Carpocapsae pomonella.  Proc. Entomol. Soc. Wash. 57:244.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
48,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
49,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
50,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
51,1280,"Sandner, H. and Seryczynska, H., 1971.  Changes in the ultrastructure of the fat-body of Galleria mellonella L. under the influence of invasion by Neoaplectana carpocapsae Weiser (Nematoda, Steinernematidae). Bull. lAcad. Pol. Sci. 19: 67-69.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
52,1281,"Stanuszek, S. 1974. Neoaplectana feltiae complex (Nematoda: Thabditoidea, Steinernematidae) its taxonomic position within the genus Neoaplectana and intraspecific structure.  Zesz. Probl. Postepw Nauk Roln. 154: 331-360.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
53,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
55,1282,"Stanuszek, S. 1970. Neoaplectana feltiae (Filipjev, 1934) --a facultative parasite of the caterpillars of Agrotinae in Poland.  Zesz. Probl. Postepw Nauk Roln. 154: 331-360.","Agrotis segetum","Steinernema carpocapsae",47767,"Agrotis","Noctuidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
56,1275,"Glaser, R. W., McCoy, E. E. and Girth, H. G., 1942.  The biology and culture of Neoaplectana chresima, a new nematode parasitic in insects.  J. Parasitol. 26: 49-495.","Helicoverpa armigera","Steinernema carpocapsae",29058,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
226,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Pieris brassicae","Steinernema carpocapsae",7116,"Pieris","Pieridae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
57,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Vitacea polistiformis","Steinernema carpocapsae",348704,"Vitacea","Sesiidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
63,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Amphimallon solstitialis","Steinernema feltiae",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
65,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Onitis alexis","Steinernema feltiae",206751,"Onitis","Scarabaeidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
66,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Pentodon algerinum","Steinernema feltiae",207357,"Pentodon","Scarabaeidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
68,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Graphognathus leucoloma","Steinernema feltiae",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
69,1286,"Molyneux, A. S., Bedding, R. A. and Akhurst, R. J., 1983.  Susceptibility of larvae of the sheep blowfly Lucilia cuprina to various Heterorhabditis spp., Neoaplectana spp., and an undescribed steinernematid (Nematoda).  J. Invertebr. Pathol. 42: 1-7.","Otiorhynchus sulcatus","Steinernema feltiae",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
70,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Otiorhynchus ovatus","Steinernema feltiae",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
71,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Otiorhynchus dubius","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
72,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllobius urticae","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
73,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Bothynoderis punctiventris","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
75,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Bibio hortulana","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
76,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Bibio ferruginatus","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
80,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Helicoverpa armigera","Steinernema feltiae",29058,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
81,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Crambus simplex","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
82,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agrotis ipsilon","Steinernema feltiae",56364,"Agrotis","Noctuidae","Lepidoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
83,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agrotis segetum","Steinernema feltiae",47767,"Agrotis","Noctuidae","Lepidoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
85,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Migdolus fryanus","Steinernema glaseri",1540938,"Migdolus","Cerambycidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
86,1276,"Glaser, R. W., 1932.  A pathogenic nematode of the Japanese beetle.  J. Parasitol. 18: 119.","Popillia japonica","Steinernema glaseri",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
87,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Strigoderma arboricola","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
88,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Anomala flavipennis","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
232,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cephalcia abietis","Steinernema kraussei",860922,"Cephalcia","Pamphiliidae","Hymenoptera","Insecta",172742,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
89,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cephalcia abietis","Steinernema kraussei",860922,"Cephalcia","Pamphiliidae","Hymenoptera","Insecta",172742,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
92,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cephalcia falleni","Steinernema kraussei",NA,NA,NA,NA,NA,172742,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
93,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Anomala cuprea","Steinernema kushidai",121601,"Anomala","Scarabaeidae","Coleoptera","Insecta",107218,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
13,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Neocurtilla hexadactyla","Steinernema neocurtillis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Heliothis sp.","Steinernema rarum",7101,"Heliothis","Noctuidae","Lepidoptera","Insecta",172744,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
233,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Helicoverpa zea","Steinernema riobravis",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",52067,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
234,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Spodoptera frugiperda","Steinernema riobravis",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",52067,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
14,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Scapteriscus vicinus","Steinernema scapterisci",2126138,"Neoscapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
95,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Scapteriscus borellii","Steinernema scapterisci",935122,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
16,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Scapteriscus borellii","Steinernema scapterisci",935122,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
98,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Scitala sericans","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
99,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Adoryphorus couloni","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
101,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Graphognathus sp.","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
105,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agrotis ipsilon","Steinernema sp.",56364,"Agrotis","Noctuidae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
106,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agrotis segetum","Steinernema sp.",47767,"Agrotis","Noctuidae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
228,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Reticulitermes flavipes","Neosteinernema longicurvicaudum",36989,"Reticulitermes","Rhinotermitidae","Blattodea","Insecta",NA,NA,NA,NA,NA,NA
108,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Popillia japonica","Heterorhabditis bacteriophora",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
110,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Cyclocephala hirta","Heterorhabditis bacteriophora",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
111,1290,"Poinar, G. O., Jr. and Georgis, R., 1990.  Characterization and field application of Heterorhabditis bacteriophora strain HP88 (Heterorhabditidae: Rhabditida). Rev. Nmatol. 13: 387-393.","Phyllophaga sp.","Heterorhabditis bacteriophora",219349,"Phyllophaga","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
112,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Diabrotica balteata","Heterorhabditis bacteriophora",107213,"Diabrotica","Chrysomelidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
113,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Curculio caryae","Heterorhabditis bacteriophora",13025,"Curculio","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
114,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Diaprepes abbreviatus","Heterorhabditis bacteriophora",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
115,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Diaprepes abbreviatus","Heterorhabditis bacteriophora",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
116,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Helicoverpa punctigera","Heterorhabditis bacteriophora",27545,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
117,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Helicoverpa zea","Heterorhabditis bacteriophora",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
118,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Diatraea grandiosella","Heterorhabditis bacteriophora",61289,"Diatraea","Crambidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
120,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Popillia japonica","Heterorhabditis megidis",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
129,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Heteronychus arator","Heterorhabditis zealandica",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
135,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Lepidiota crinita","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
136,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Lepidiota negatoria","Heterorhabditis sp.",272055,"Lepidiota","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
137,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Lepidiota picticollis","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
138,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Antitrogus consanguineus","Heterorhabditis sp.",272057,"Antitrogus","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
