"RefCode","Citation","ERNv","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1364,"Choristoneura conflictana","EPV Subgroup B ",308442,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",710,"Choristoneura conflictana","NPV",308442,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",711,"Choristoneura conflictana","GV",308442,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1365,"Choristoneura diversana","NPV",1892583,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",712,"Choristoneura fumiferana","EPV",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",713,"Choristoneura fumiferana","Choristoneura fumiferana GV",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1366,"Choristoneura diversana","EPV Subgroup B ",1892583,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",714,"Choristoneura murinana","GV",106494,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",715,"Choristoneura occidentalis","Choristoneura occidentalis GV",27541,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",716,"Choristoneura viridis","GV",397411,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",717,"Clepsis persicana","GV",687024,"Clepsis","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",720,"Cryptophlebia leucotreta","GV",463830,"Thaumatotibia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1367,"Cydia pomonella","Cydia pomonella GV",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",724,"Eucosma ancyrota","IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",726,"Griselda radicana","GV",904093,"Epinotia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",728,"Homona coffearia","GV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",729,"Homona magnanima","Homona magnanima GV",410822,"Homona","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",730,"Homona magnanima","EPV",410822,"Homona","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1368,"Pandemis heparana","NPV",192191,"Pandemis","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",733,"Pseudosciaphila duplex","GV",687058,"Pseudosciaphila","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",734,"Rhyacionia duplana","GV",1870290,"Rhyacionia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",736,"Rhyacionia frustrana","GV",2680986,"Rhyacionia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",737,"Spilonota ocellana","NPV",572898,"Spilonota","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",738,"Xenotemna pallorana","GV",690204,"Xenotemna","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",739,"Zeiraphera improbana","GV",572798,"Zeiraphera","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",740,"Zeiraphera improbana","EPV",572798,"Zeiraphera","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",741,"Zeiraphera improbana","NPV",572798,"Zeiraphera","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",742,"Amphimallon solstitialis","EPV Subgroup A",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",743,"Anomala cuprea","EPV Subgroup A ",121601,"Anomala","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",744,"Anoplognathus porosus","EPV Subgroup A ",2680114,"Anoplognathus","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",745,"Anoxia villosa","EPV Subgroup A ",1476579,"Anoxia","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",746,"Antitrogus morbillosus ","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",747,"Aphodius tasmaniae","EPV Subgroup A ",207112,"Acrossidius","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",748,"Aphodius tasmaniae","Nonoccluded virus",207112,"Acrossidius","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",749,"Dasygnathus sp.","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",750,"Demodena boranensis","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",751,"Dermolepida albo-hirtum","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",752,"Geotrupes silvaticus","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",753,"Geotrupes stercorosus","EPV Subgroup A ",260542,"Anoplotrupes","Geotrupidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",754,"Heteronychus arator","Nonoccluded virus",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",756,"Hoplia sp.","EPV Subgroup A ",190493,"Hoplia","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",757,"Melolontha melolontha  ","EPV Subgroup A ",7061,"Melolontha","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",758,"Melolontha melolontha  ","DNV",7061,"Melolontha","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",1638,"Oryctes boas","Oryctes Nonoccluded virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",1639,"Oryctes monoceros","Oryctes Nonoccluded virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",1640,"Oryctes nasicornis","Oryctes Nonoccluded virus",465150,"Oryctes","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",760,"Othnonius batesi","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"Zelazny, B., Autor, M.L., Singh, R., and Malone, L.A. 1988. Papuana uninodis, a new host for the baculovirus of Oryctes. J. Invertebr. Pathol. 51:157-160.",761,"Papuana uninodis","Oryctes Baculovirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",762,"Pericoptus truncatus","Nonoccluded virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",1369,"Phyllopertha horticola","EPV Subgroup A ",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
512,"Poprawski, T.J., and Yule, W.N., 1990.  A new small iridescent virus from grubs of Phyllophaga anxia (LeConte) (Col., Scarabaeidae).  J. Appl. Ent. 110:63-67.",763,"Phyllophaga anxia","Phyllophaga anxia IV",1710756,"Phyllophaga","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",764,"Phyllophaga pleei","EPV Subgroup A ",903835,"Phyllophaga","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",765,"Proagopertha lucidula","EPV Subgroup A ",1630950,"Proagopertha","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",767,"Rhopaea verreauxi","EPV Subgroup A ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Glare, T.R., and Crawford, A.M. 1992. Viral diseases of scarabs. pp 21-32. In Glare, T.R.  and Jackson, T.A. [eds.], Use of Pathogens in Scarab Pest Management. Intercept Ltd. Andover, England.",768,"Scapanes australis grossepunctatus","Baculovirus group C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",773,"Matsumuraeses phaseoli","GV",1107872,"Matsumuraeses","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",775,"Carposina niponensis","GV",252295,"Carposina","Carposinidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",776,"Cnidocampa flavescens","GV",1078814,"Monema","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",777,"Parasa consocia","GV",1481755,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",779,"Cadra cautella","CPV",12985,"Cadra","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",780,"Cadra cautella","GV",12985,"Cadra","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",781,"Chilo suppressalis","GV",168631,"Chilo","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
