"","presence","Host","Pathogen","Order","Family","StageInfected","TissueInfected","FieldOrLab","Country","AssociatedBacterium","IntermediateHost"
"383",0,"Spilosoma maculosa","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"384",0,"Plutella xylostella","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Plutellidae","Larva",NA,NA,NA,NA,NA
"385",0,"Galleria mellonella","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"386",0,"Evergestis forficalis","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"387",0,"Antheraea pernyi","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"388",0,"Adoxophyes orana","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Tortricidae","Larva",NA,NA,NA,NA,NA
"389",0,"Cydia pomonella","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Tortricidae","Larva",NA,NA,NA,NA,NA
"390",0,"Lacanobia oleracea","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"391",0,"Spodoptera littoralis","Heliothis armigera NPV  (HaMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"392",0,"Lymantria dispar","Dasychira basiflava NPV","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"393",0,"Cadra cautella","Plodia interpunctella GV","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"394",0,"Helicoverpa zea","Cydia pomonella GV","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"395",0,"Amyelois transitella","Cydia pomonella GV","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"396",0,"Lemyra imparilis","Bombyx mori NPV","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"397",0,"Euproctis similis","Bombyx mori NPV","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"398",0,"Euproctis similis","Bombyx mori NPV","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"399",0,"Papilio helenus","Bombyx mori NPV","Lepidoptera","Papilionidae","Larva",NA,NA,NA,NA,NA
"400",0,"Artogeia rapae","Bombyx mori NPV","","","Larva",NA,NA,NA,NA,NA
"401",0,"Diaphania pyloalis","Bombyx mori NPV","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"402",0,"Theretra oldenlandiae","Bombyx mori NPV","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"403",0,"Thymelicus flavus","Autographa californica NPV (AcMNPV)","Lepidoptera","Hesperiidae","Larva",NA,NA,NA,NA,NA
"404",0,"Lycaena phlaeas","Autographa californica NPV (AcMNPV)","Lepidoptera","Lycaenidae","Larva",NA,NA,NA,NA,NA
"405",0,"Polyommatus icarus","Autographa californica NPV (AcMNPV)","Lepidoptera","Lycaenidae","Larva",NA,NA,NA,NA,NA
"406",0,"Aglais urticae","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"407",0,"Argynnis paphia","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"408",0,"Clossiana selene","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"409",0,"Vanessa cardui","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"410",0,"Inachis io","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"411",0,"Polygonia c-album","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"412",0,"Vanessa atalanta","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"413",0,"Pieris brassicae","Autographa californica NPV (AcMNPV)","Lepidoptera","Pieridae","Larva",NA,NA,NA,NA,NA
"414",0,"Artogeia napi","Autographa californica NPV (AcMNPV)","Lepidoptera","Pieridae","Larva",NA,NA,NA,NA,NA
"415",0,"Artogeia rapae","Autographa californica NPV (AcMNPV)","","","Larva",NA,NA,NA,NA,NA
"416",0,"Maniola jurtina","Autographa californica NPV (AcMNPV)","Lepidoptera","Satyridae","Larva",NA,NA,NA,NA,NA
"417",0,"Melanargia galathea","Autographa californica NPV (AcMNPV)","Lepidoptera","Satyridae","Larva",NA,NA,NA,NA,NA
"418",0,"Pararge aegeria","Autographa californica NPV (AcMNPV)","Lepidoptera","Nymphalidae","Larva",NA,NA,NA,NA,NA
"419",0,"Pyronia tithonus","Autographa californica NPV (AcMNPV)","Lepidoptera","Satyridae","Larva",NA,NA,NA,NA,NA
"420",0,"Cydia pomonella","Autographa californica NPV (AcMNPV)","Lepidoptera","Tortricidae","Larva",NA,NA,NA,NA,NA
"421",0,"Epermenia chaerophyllella","Autographa californica NPV (AcMNPV)","Lepidoptera","Epermeniidae","Larva",NA,NA,NA,NA,NA
"422",0,"Yponomeuta cagnatella","Autographa californica NPV (AcMNPV)","Lepidoptera","Yponomeutidae","Larva",NA,NA,NA,NA,NA
"423",0,"Nematus ribesii","Autographa californica NPV (AcMNPV)","Hymenoptera","Tenthredinidae","Larva",NA,NA,NA,NA,NA
"424",0,"Neodiprion sertifer","Autographa californica NPV (AcMNPV)","Hymenoptera","Diprionidae","Larva",NA,NA,NA,NA,NA
"425",0,"Gilpinia hercyniae","Autographa californica NPV (AcMNPV)","Hymenoptera","Diprionidae","Larva",NA,NA,NA,NA,NA
"426",0,"Arctia caja","Autographa californica NPV (AcMNPV)","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"427",0,"Spilosoma lutea","Autographa californica NPV (AcMNPV)","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"428",0,"Tyria jacobaeae","Autographa californica NPV (AcMNPV)","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"429",0,"Cilix glaucata","Autographa californica NPV (AcMNPV)","Lepidoptera","Drepanidae","Larva",NA,NA,NA,NA,NA
"430",0,"Biston betularia","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"431",0,"Campaea margaritata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"432",0,"Dysstroma truncata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"433",0,"Cyclophora albipunctata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"434",0,"Cyclophora punctaria","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"435",0,"Ecliptopera silaceata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"436",0,"Hemistola chrysoprasaria","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"437",0,"Idaea aversata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"438",0,"Odontopera bidentata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"439",0,"Operophtera brumata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"440",0,"Opisthograptis luteolata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"441",0,"Ourapteryx sambucaria","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"442",0,"Selenia dentaria","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"443",0,"Timandra griseata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"444",0,"Xanthorhoe montanata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"445",0,"Xanthorhoe fluctuata","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"446",0,"Xanthorhoe spadicearia","Autographa californica NPV (AcMNPV)","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"447",0,"Malacosoma neustria","Autographa californica NPV (AcMNPV)","Lepidoptera","Lasiocampidae","Larva",NA,NA,NA,NA,NA
"448",0,"Philudoria potatoria","Autographa californica NPV (AcMNPV)","Lepidoptera","Lasiocampidae","Larva",NA,NA,NA,NA,NA
"449",0,"Calliteara pudibunda","Autographa californica NPV (AcMNPV)","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"450",0,"Euproctis chrysorrhoea","Autographa californica NPV (AcMNPV)","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"451",0,"Acronicta americana","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"452",0,"Agrotis segetum","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"453",0,"Anaplectoides prasina","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"454",0,"Autographa pulchrina","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"455",0,"Autographa gamma","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"456",0,"Craniophora ligustri","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"457",0,"Diachrysia chrysitis","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"458",0,"Diarisa mendica","Autographa californica NPV (AcMNPV)","","","Larva",NA,NA,NA,NA,NA
"459",0,"Lacanobia oleracea","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"460",0,"Helicoverpa zea","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"461",0,"Mamestra brassicae","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"462",0,"Melanchra persicariae","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"463",0,"Mythimna separata","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"464",0,"Noctua fimbriata","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"465",0,"Panolis flammea","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"466",0,"Peridroma saucia","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"467",0,"Phlogophora meticulosa","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"468",0,"Polia nebulosa","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"469",0,"Spodoptera littoralis","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"470",0,"Xestia baja","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"471",0,"Xestia c-nigrum","Autographa californica NPV (AcMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"472",0,"Cerura vinula","Autographa californica NPV (AcMNPV)","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"473",0,"Chaonia ruficornis","Autographa californica NPV (AcMNPV)","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"474",0,"Phalera bucephala","Autographa californica NPV (AcMNPV)","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"475",0,"Furcula borealis","Autographa californica NPV (AcMNPV)","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"476",0,"Saturnia pavonia","Autographa californica NPV (AcMNPV)","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"477",0,"Sphinx pinastri","Autographa californica NPV (AcMNPV)","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"478",0,"Manduca sexta","Autographa californica NPV (AcMNPV)","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"479",0,"Laothoe populi","Autographa californica NPV (AcMNPV)","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"480",0,"Smerinthus ocellata","Autographa californica NPV (AcMNPV)","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"481",0,"Plutella xylostella","Autographa californica NPV (AcMNPV)","Lepidoptera","Plutellidae","Larva",NA,NA,NA,NA,NA
"482",0,"Zygaena filipendulae","Autographa californica NPV (AcMNPV)","Lepidoptera","Zygaenidae","Larva",NA,NA,NA,NA,NA
"483",0,"Mamestra brassicae","Agrotis segetum NPV  (AsMNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"484",0,"Hypena scabra","Anticarsia gemmatalis NPV  (AgMNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"485",0,"Spodoptera frugiperda","Anticarsia gemmatalis NPV  (AgMNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"486",0,"Reticulitermes flavipes","Entomophthora virulenta","Isoptera","Rhinotermitidae","Nymph",NA,NA,NA,NA,NA
"487",0,"Spilosoma subcarnea","Euproctis similis NPV","Lepidoptera","Arctiidae","",NA,NA,NA,NA,NA
"488",0,"Bombyx mori","Euproctis similis NPV","Lepidoptera","Bombycidae","",NA,NA,NA,NA,NA
"489",0,"Mythimna separata","Euproctis similis NPV","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"490",0,"Galleria mellonella","Euproctis similis NPV","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"491",0,"Samia cynthia","Euproctis similis NPV","Lepidoptera","Saturniidae","",NA,NA,NA,NA,NA
"492",0,"Melanchra persicariae","Mamestra brassicae NPV (MbMNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"493",0,"Manduca sexta","Colias eurytheme NPV","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"494",0,"Manduca sexta","Celerio euphorbiae NPV","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"495",0,"Helicoverpa zea","Aedes taeniorhynchus IV (RMIV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"496",0,"Galleria mellonella","Aedes taeniorhynchus IV (RMIV)","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"497",0,"Aedes taeniorhynchus","Corethrella brakeleyi IV","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"498",0,"Aedes sollicitans","Corethrella brakeleyi IV","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"499",0,"Psorophora ferox","Corethrella brakeleyi IV","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"500",0,"Culiseta inornata","Culiseta IV","Diptera","Culicidae","",NA,NA,NA,NA,NA
"501",0,"Culiseta melanura","Culiseta IV","Diptera","Culicidae","",NA,NA,NA,NA,NA
"502",0,"Culex salinarius","Culiseta IV","Diptera","Culicidae","",NA,NA,NA,NA,NA
"503",0,"Culex territans","Culiseta IV","Diptera","Culicidae","",NA,NA,NA,NA,NA
"504",0,"Orgyia pseudotsugata","Choristoneura fumiferana NPV  (CfMNPV)","Lepidoptera","Lymantriidae","",NA,NA,NA,NA,NA
"505",0,"Orgyia pseudotsugata","Choristoneura fumiferana GV","Lepidoptera","Lymantriidae","",NA,NA,NA,NA,NA
"506",0,"Galleria mellonella","Mattesia trogodermae","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"507",0,"Agrotis ipsilon","Mattesia trogodermae","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"508",0,"Apis mellifera","Mattesia trogodermae","Hymenoptera","Apidae","",NA,NA,NA,NA,NA
"509",0,"Anagasta kuehniella","Mattesia trogodermae","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"510",0,"Plodia interpunctella ","Mattesia trogodermae","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"511",0,"Cryptolestes pusillus","Mattesia trogodermae","Coleoptera","Laemophloeidae","",NA,NA,NA,NA,NA
"512",0,"Psorophora ciliata","Nosema algerae","Diptera","Culicidae","",NA,NA,NA,NA,NA
"513",0,"Toxorhynchites rutilus septentrionalis","Nosema algerae","Diptera","Culicidae","",NA,NA,NA,NA,NA
"514",0,"Acleris variana","Nosema fumiferanae","Lepidoptera","Tortricidae","",NA,NA,NA,NA,NA
"515",0,"Malacosoma disstria","Nosema fumiferanae","Lepidoptera","Lasiocampidae","",NA,NA,NA,NA,NA
"516",0,"Apanteles fumiferanae","Nosema fumiferanae","Hymenoptera","Braconidae","",NA,NA,NA,NA,NA
"517",0,"Glypta fumiferanae","Nosema fumiferanae","Hymenoptera","Ichneumonidae","",NA,NA,NA,NA,NA
"518",0,"Galleria mellonella","Nosema fumiferanae","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"519",0,"Bombyx mori","Nosema fumiferanae","Lepidoptera","Bombycidae","",NA,NA,NA,NA,NA
"520",0,"Hyphantria cunea","Nosema fumiferanae","Lepidoptera","Arctiidae","",NA,NA,NA,NA,NA
"521",0,"Gryllus assimilis","Nosema fumiferanae","Orthoptera","Gryllidae","",NA,NA,NA,NA,NA
"522",0,"Conotrachelus nenuphar","Nosema gasti","Coleoptera","Curculionidae","",NA,NA,NA,NA,NA
"523",0,"Coleomegilla maculata lengi","Nosema gasti","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"524",0,"Coccinella novemnotata","Nosema gasti","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"525",0,"Hippodamia convergens","Nosema gasti","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"526",0,"Chilocorus stigma","Nosema gasti","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"527",0,"Diabrotica undecimpunctata","Nosema gasti","Coleoptera","Chrysomelidae","",NA,NA,NA,NA,NA
"528",0,"Aplomya caesar","Nosema pyrausta","Diptera","Tachinidae","",NA,NA,NA,NA,NA
"529",0,"Eriborus terebrans","Nosema pyrausta","Hymenoptera","Ichneumonidae","",NA,NA,NA,NA,NA
"530",0,"Bombyx mori","Pleistophora schubergi","Lepidoptera","Bombycidae","",NA,NA,NA,NA,NA
"531",0,"Galleria mellonella","Pleistophora schubergi","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"532",0,"Oryzaephilus surinamensis","Pleistophora schubergi","Coleoptera","Sylvanidae","",NA,NA,NA,NA,NA
"533",0,"Tenebrio molitor","Pleistophora schubergi","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"534",0,"Tribolium castaneum","Pleistophora schubergi","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"535",0,"Artogeia rapae","Vairimorpha necatrix","","","",NA,NA,NA,NA,NA
"536",0,"Phryganidia californica","Vairimorpha necatrix","Lepidoptera","Notodontidae","",NA,NA,NA,NA,NA
"537",0,"Depressaria pastinacella","Vairimorpha necatrix","Lepidoptera","Oecophoridae","Larva",NA,NA,NA,NA,NA
"538",0,"Manduca sexta","Vairimorpha necatrix","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"539",0,"Manduca quinquemaculata","Vairimorpha necatrix","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"540",0,"Musca domestica","Vairimorpha necatrix","Diptera","Muscidae","Adult",NA,NA,NA,NA,NA
"541",0,"Neurotoma fasciata","Vairimorpha necatrix","Hymenoptera","Pamphiliidae","Larva",NA,NA,NA,NA,NA
"542",0,"Hypera punctata","Vairimorpha necatrix","Coleoptera","Curculionidae","Adult",NA,NA,NA,NA,NA
"543",0,"Acalymma vittatum ","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"544",0,"Cerotoma trifurcata","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"545",0,"Diabrotica undecimpunctata howardi","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"546",0,"Campoletis perdistinctus  ","Vairimorpha necatrix","Hymenoptera","Ichneumonidae","",NA,NA,NA,NA,NA
"547",0,"Cardiochiles nigriceps","Vairimorpha necatrix","Hymenoptera","Braconidae","",NA,NA,NA,NA,NA
"548",0,"Bonnetia comta","Vairimorpha necatrix","Diptera","Tachinidae","",NA,NA,NA,NA,NA
"549",0,"Tenebrio molitor","Vavraia culicis","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"550",0,"Galleria mellonella","Vavraia culicis","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"551",0,"Spodoptera litura","Vavraia culicis","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"552",0,"Agrotis segetum","Vavraia culicis","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"553",0,"Danaus plexippus","Entomophaga maimaiga","Lepidoptera","Danaidae","Larva",NA,NA,NA,NA,NA
"554",0,"Alsophila pometaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"555",0,"Phigalia titea","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"556",0,"Automeris io","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"557",0,"Callosamia angulifera","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"558",0,"Heterocampa umbrata","Entomophaga maimaiga","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"559",0,"Catocala vidua","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"560",0,"Pyreferra hesperidago","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"561",0,"Eupsilia vinulenta","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"562",0,"Sericaglaea signata","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"563",0,"Chaetoglaea sericea","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"564",0,"Sunira bicolorago","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"565",0,"Orthosia hibisci","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"566",0,"Epargyreus clarus","Entomophaga maimaiga","Lepidoptera","Hesperiidae","Larva",NA,NA,NA,NA,NA
"567",0,"Erynnis juvenalis","Entomophaga maimaiga","Lepidoptera","Hesperiidae","Larva",NA,NA,NA,NA,NA
"568",0,"Battus philenor","Entomophaga maimaiga","Lepidoptera","Papilionidae","Larva",NA,NA,NA,NA,NA
"569",0,"Papilio glaucus","Entomophaga maimaiga","Lepidoptera","Papilionidae","Larva",NA,NA,NA,NA,NA
"570",0,"Asterocampa clyton","Entomophaga maimaiga","Lepidoptera","Apaturidae","Larva",NA,NA,NA,NA,NA
"571",0,"Geina periscelidactyla","Entomophaga maimaiga","Lepidoptera","Pterophoridae","Larva",NA,NA,NA,NA,NA
"572",0,"Itame pustularia","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"573",0,"Phigalia strigataria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"574",0,"Erannis tiliaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"575",0,"Lomographa glomeraria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"576",0,"Ennomos magnaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"577",0,"Besma quercivoraria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"578",0,"Lambdina pellucidaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"579",0,"Eutrapela clemataria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"580",0,"Prochoerodes transversata","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"581",0,"Hydria prunivorata","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"582",0,"Apatelodes torrefacta","Entomophaga maimaiga","Lepidoptera","Apatelodidae","Larva",NA,NA,NA,NA,NA
"583",0,"Antheraea polyphemus","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"584",0,"Laothoe juglandis","Entomophaga maimaiga","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"585",0,"Heterocampa biundata","Entomophaga maimaiga","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"586",0,"Spilosoma congrua","Entomophaga maimaiga","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"587",0,"Lophocampa caryae","Entomophaga maimaiga","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"588",0,"Colocasia propinquilinea","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"589",0,"Nedra ramosula","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"590",0,"Lithophane semiusta","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"591",0,"Lithophane grotei","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"592",0,"Lithophane unimoda","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"593",0,"Crocigrapha normani","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"594",0,"Morrisonia confusa","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"595",0,"Anopheles atroparvus","Nosema algerae","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"596",0,"Spilosoma virginica","Nosema algerae","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"597",0,"Spodoptera ornithogalli","Nosema algerae","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"598",0,"Blaberus discoidalis","Nosema algerae","Blattodea","Blaberidae","Nymph",NA,NA,NA,NA,NA
"599",0,"Colias eurytheme","Vairimorpha necatrix","Lepidoptera","Pieridae","Larva",NA,NA,NA,NA,NA
"600",0,"Plodia interpunctella ","Pleistophora schubergi","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"601",0,"Agrotis segetum","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"602",0,"Anthela varia","Heliothis zea NPV (HzSNPV)","Lepidoptera","Anthelidae","",NA,NA,NA,NA,NA
