RefCode,ERNntr,HostSpecies,PathogenSpecies,Citation,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
627,273,Agrotis ipsilon,Mattesia trogodermae,"Pounds, J. G., 1977. Safety and potential hazards of the entomophatogen Mattesia trogodermae to non-target species. Ph.D. thesis, University of Wisconsin, Madison.",56364,Agrotis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
627,274,Apis mellifera,Mattesia trogodermae,"Pounds, J. G., 1977. Safety and potential hazards of the entomophatogen Mattesia trogodermae to non-target species. Ph.D. thesis, University of Wisconsin, Madison.",7460,Apis,Apidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
628,275,Anagasta kuehniella,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. ",40079,Ephestia,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
628,276,Plodia interpunctella ,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. ",58824,Plodia,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
628,277,Cryptolestes pusillus,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. ",1173686,Cryptolestes,Laemophloeidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
552,278,Psorophora ciliata,Nosema algerae,"Savage, K.E., 1975. Nosema algerae Vavra and Undeen 1970 (Protozoa: Microsporida): its bionomics and development for use as a biological control agent of mosquitoes, M.S. thesis University of Florida Gainsville.",329106,Psorophora,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
552,279,Toxorhynchites rutilus septentrionalis,Nosema algerae,"Savage, K.E., 1975. Nosema algerae Vavra and Undeen 1970 (Protozoa: Microsporida): its bionomics and development for use as a biological control agent of mosquitoes, M.S. thesis University of Florida Gainsville.",53553,Toxorhynchites,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
565,280,Acleris variana,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-",904080,Acleris,Tortricidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
565,281,Malacosoma disstria,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-",40071,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
565,282,Apanteles fumiferanae,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-",380175,Apanteles,Braconidae,Hymenoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
565,283,Glypta fumiferanae,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-",389681,Glypta,Ichneumonidae,Hymenoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
563,284,Galleria mellonella,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. ",7137,Galleria,Pyralidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
563,285,Bombyx mori,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. ",7091,Bombyx,Bombycidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
563,286,Hyphantria cunea,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. ",39466,Hyphantria,Erebidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
563,287,Gryllus assimilis,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. ",128156,Gryllus,Gryllidae,Orthoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
629,288,Conotrachelus nenuphar,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",122892,Conotrachelus,Curculionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
629,289,Coleomegilla maculata lengi,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",279632,Coleomegilla,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
629,290,Coccinella novemnotata,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",1709623,Coccinella,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
629,291,Hippodamia convergens,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",64696,Hippodamia,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
629,292,Chilocorus stigma,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",484773,Chilocorus,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
629,293,Diabrotica undecimpunctata,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. ",50387,Diabrotica,Chrysomelidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
630,294,Aplomya caesar,Nosema pyrausta,"Andreadis, T. G., 1982.  Current status of imported and native parasites of the European corn borer in Connecticut.  J. Econ. Entomol.  75: 626.",NA,NA,NA,NA,NA,33697,Nosema,Nosematidae,NA,NA,Fungi
630,295,Eriborus terebrans,Nosema pyrausta,"Andreadis, T. G., 1982.  Current status of imported and native parasites of the European corn borer in Connecticut.  J. Econ. Entomol.  75: 626.",288168,Eriborus,Ichneumonidae,Hymenoptera,Insecta,33697,Nosema,Nosematidae,NA,NA,Fungi
448,296,Bombyx mori,Pleistophora schubergi,"Zwolfer, W., 1927.  Die Pebrine des Schwammspinners (Portheria dispar L.) und Goldafters (Nygmia phaerrhoea Don = Euproctis chrysorrhoea L.) eine neue wirtschaftlich bedeutungsvolle Infektionskrankheit.  Dtsch. Ges. Angew. Entomol. 6: 98.",7091,Bombyx,Bombycidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
570,297,Galleria mellonella,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-",7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
570,298,Oryzaephilus surinamensis,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-",41112,Oryzaephilus,Silvanidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
570,299,Tenebrio molitor,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-",7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
570,300,Tribolium castaneum,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-",7070,Tribolium,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
631,301,Artogeia rapae,Vairimorpha necatrix,"Jaques, R.P., 1977.  Field efficacy of viruses infectious to the cabbage looper and imported cabbageworm on late cabbage. J. Econ. Entomol.  70: 111.",64459,Pieris,Pieridae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
632,302,Phryganidia californica,Vairimorpha necatrix,"Tanabe, A.M., 1971.  The pathology of two microsporidia in the armyworm Pseudaletia unipuncta (Haworth) (Lepidoptera, Noctuidae). Ph.D. thesis, University of California, Berkeley.",2013496,Phryganidia,Notodontidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,303,Depressaria pastinacella,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",58004,Depressaria,Depressariidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,304,Manduca sexta,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",7130,Manduca,Sphingidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,305,Manduca quinquemaculata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",335999,Manduca,Sphingidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,306,Musca domestica,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",7370,Musca,Muscidae,Diptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,307,Neurotoma fasciata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",222795,Neurotoma,Pamphiliidae,Hymenoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,308,Hypera punctata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",36758,Hypera,Curculionidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,309,Acalymma vittatum ,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",133117,Acalymma,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,310,Cerotoma trifurcata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",27441,Cerotoma,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
580,311,Diabrotica undecimpunctata howardi,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana.",50387,Diabrotica,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
633,312,Campoletis perdistinctus  ,Vairimorpha necatrix,"Fuxa, J.R., and Brooks, W.M., 1979.  Effects of Vairimorpha necatrix in sprays and corn meal on Heliothis species in tobacco, soybeans, and sorghum. Journal of Economic Entomology 72: 462-467.",NA,NA,NA,NA,NA,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
633,313,Cardiochiles nigriceps,Vairimorpha necatrix,"Fuxa, J.R., and Brooks, W.M., 1979.  Effects of Vairimorpha necatrix in sprays and corn meal on Heliothis species in tobacco, soybeans, and sorghum. Journal of Economic Entomology 72: 462-467.",51531,Toxoneuron,Braconidae,Hymenoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
634,314,Bonnetia comta,Vairimorpha necatrix,"Cossentine, J. E., and Lewis, L. C., 1986. Impact of Vairimorpha necatrix and Vairimorpha sp. (Microspora: Microsporida) on Bonnetia comta (Diptera: Tachinidae) within Agrotis ipsilon (Lepidoptera: Noctuidae) hosts.  J. Invertebr. Pathol.  47: 303.",NA,NA,NA,NA,NA,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
587,315,Tenebrio molitor,Vavraia culicis,"Wang, B.T., 1982. The pathobiology of the mosquito parasite: Vavraia culicis (Wiser), Ph.D. thesis, University of California, Los Angeles.",7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
587,316,Galleria mellonella,Vavraia culicis,"Wang, B.T., 1982. The pathobiology of the mosquito parasite: Vavraia culicis (Wiser), Ph.D. thesis, University of California, Los Angeles.",7137,Galleria,Pyralidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
635,317,Spodoptera litura,Vavraia culicis,"Weiser, J. 1980. Acute Vavraia culicis infection in a substitute host. J. Protozool. 27: 73A.",69820,Spodoptera,Noctuidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
635,318,Agrotis segetum,Vavraia culicis,"Weiser, J. 1980. Acute Vavraia culicis infection in a substitute host. J. Protozool. 27: 73A.",47767,Agrotis,Noctuidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
666,319,Danaus plexippus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",13037,Danaus,Nymphalidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,320,Alsophila pometaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",689273,Alsophila,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,321,Phigalia titea,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",687504,Phigalia,Elachistidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,322,Automeris io,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",82589,Automeris,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,323,Callosamia angulifera,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",63979,Callosamia,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,324,Heterocampa umbrata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214165,Heterocampa,Notodontidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,325,Catocala vidua,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",1496454,Catocala,Erebidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,326,Pyreferra hesperidago,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",688492,Pyreferra,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,327,Eupsilia vinulenta,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",1488775,Eupsilia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,328,Sericaglaea signata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",2562043,Sericaglaea,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,329,Chaetoglaea sericea,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,330,Sunira bicolorago,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",689303,Agrochola,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,331,Orthosia hibisci,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214292,Orthosia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,332,Epargyreus clarus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",520877,Epargyreus,Hesperiidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,333,Erynnis juvenalis,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",1720676,Erynnis,Hesperiidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,334,Battus philenor,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",42288,Battus,Papilionidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,335,Papilio glaucus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",45779,Papilio,Papilionidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,336,Asterocampa clyton,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",40075,Asterocampa,Nymphalidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,337,Geina periscelidactyla,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,338,Itame pustularia,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214180,Macaria,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,339,Phigalia strigataria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",687503,Phigalia,Elachistidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,340,Erannis tiliaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",722664,Erannis,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,341,Lomographa glomeraria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",691984,Lomographa,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,342,Ennomos magnaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214129,Ennomos,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,343,Besma quercivoraria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214071,Besma,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,344,Lambdina pellucidaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",688483,Lambdina,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,345,Eutrapela clemataria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",82609,Eutrapela,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,346,Prochoerodes transversata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214317,Prochoerodes,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,347,Hydria prunivorata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,348,Apatelodes torrefacta,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",82585,Apatelodes,Apatelodidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,349,Antheraea polyphemus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",7120,Antheraea,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,350,Laothoe juglandis,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,351,Heterocampa biundata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214163,Heterocampa,Notodontidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
666,352,Spilosoma congrua,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544.",214367,Spilosoma,Erebidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
