"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"3524",1,"Amara similata","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3525",1,"Dromius longiceps","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3526",1,"Epilampra kerandrenii","Protomagalhaensia serpentula","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3527",1,"Paranauphoeta discoidalis","Protomagalhaensia serpentula","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3528",1,"Soronia punctatissima","Gregarina soroniae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3529",1,"Soronia grisea","Gregarina soroniae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3530",1,"Rhizophagus bipustulatus","Gregarina soroniae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3531",1,"Ips typographus","Gregarina typographi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3532",1,"Ips sexdentatus","Gregarina typographi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3533",1,"Dryocoetes autographus","Gregarina typographi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3534",1,"Sericostoma personatum","Gregarina sericostomae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3535",1,"Notidobia ciliaris","Gregarina sericostomae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3536",1,"Thoracotermes macrothorax","Gregarina thoracotermitis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3537",1,"Euchilotermes tensus","Gregarina thoracotermitis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3538",1,"Limnephilus stigma","Gregarina stigmae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3539",1,"Limnephilus rhombicus","Gregarina stigmae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3540",1,"Uloma latimanus","Gregarina ulomae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3541",1,"Taraxides laevigatus","Gregarina ulomae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3542",1,"Scaphidium quadrimaculatum","Gregarina erotylidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3543",1,"Tritoma bipustulata","Gregarina erotylidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3544",1,"Forficula auricularia","Gregarina fallax","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3545",1,"Anechura bipunctata","Gregarina fallax","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3546",1,"Tenebrio castaneus","Gregarina grisea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3547",1,"Amarygmus morio","Gregarina grisea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3548",1,"Amarygmus laniger","Gregarina grisea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3549",1,"Hegeter tristis","Gregarina joliveti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3550",1,"Pachychila punctata","Gregarina joliveti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3551",1,"Pachychila trisulcata","Gregarina joliveti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3552",1,"Pales crocata","Gregarina longa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3553",1,"Pales pratensis","Gregarina longa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3554",1,"Tipula oleracea","Gregarina longa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3555",1,"Tipula paludosa","Gregarina longa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3556",1,"Tribolium confusum","Gregarina minuta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3557",1,"Tribolium castaneum","Gregarina minuta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3558",1,"Tribolium destructor","Gregarina minuta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3559",1,"Omalium rivulare","Gregarina omalina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3560",1,"Heterothops dissimilis ","Gregarina omalina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3561",1,"Bitoma crenata","Gregarina omalina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3562",1,"Philonthus marginatus","Gregarina omalina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3563",1,"Anisolabis maritima","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3564",1,"Euborellia annulipes","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3565",1,"Anechura bipunctata","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3566",1,"Euborellia moesta","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3567",1,"Forficula auricularia","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut; "
"3568",1,"Forficula decipiens","Gregarina ovata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3569",1,"Gonocephalum rusticum","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3570",1,"Gonocephalum controversum","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3571",1,"Gonocephalum prolixum inornatum","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3572",1,"Gonocephalum simplex","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3573",1,"Mesomorphus setosus","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3574",1,"Mesomorphus villiger","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3575",1,"Taraxides laevigatus","Gregarina ormierei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3576",1,"Dichiritrichus pallidus","Gregarina dichirotrichi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3577",1,"Diestrammena japonica","Gregarina diestrammenae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3578",1,"Lesticus magnus","Gregarina echinata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3579",1,"Epilachna vigintioctomaculata pustolosa","Gregarina epilachnae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3580",1,"Amara chalcites","Gregarina gonimusi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3581",1,"Anisodactylus signatus","Gregarina grandicephala","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3582",1,"Homidia sauteri","Gregarina hirakawaenis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3583",1,"Oxya velox","Gregarina inago","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3584",1,"Oxya japonica","Gregarina inago","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3585",1,"Oxya japonica vitticollis","Gregarina inago","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3586",1,"Euhemicera pulchra","Gregarina inclinata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3587",1,"Tenebroides mauritanicus","Gregarina kokunusuto","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3588",1,"Teleogryllus mitratus","Gregarina korogi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gastric caeca"
"3589",1,"Diestrammena japonica","Gregarina monoducta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3590",1,"Tenebrio picipes","Gregarina platycephala","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3591",1,"Plesiophthalmus nigrocyaneus","Gregarina plesiophthalmi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3592",1,"Rhomborrhina japonica","Gregarina rhomborrhinae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3593",1,"Nala lividipes","Gregarina nalae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3594",1,"Ennearthron affine","Gregarina nematiforma","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3595",1,"Mesomorphus villiger","Gregarina noncylindrica","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3596",1,"Ophonus pubescens","Gregarina ophoni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3597",1,"Notiobia terminata","Gregarina ophoni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3598",1,"Notiobia bradytoides","Gregarina ophoni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3599",1,"Crypticus quisquilius","Gregarina ovoidea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3600",1,"Adesmia metallica","Gregarina ovoidea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3601",1,"Panchlora exoleta","Gregarina panchlorae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3602",1,"Schistocerca cancellata paranensis","Gregarina paranensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3603",1,"Parcoblatta uhleriana","Gregarina parcoblattae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3604",1,"Parcoblatta pennsylvanica","Gregarina parcoblattae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3605",1,"Passalus cornutus","Gregarina passali","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3606",1,"Gryllus peruviensis","Gregarina peruviana","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3607",1,"Phaleria cadaverina","Gregarina phaleriae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3608",1,"Phaleria prolixa","Gregarina phaleriae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3609",1,"Platydema excavata","Gregarina platydema","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3610",1,"Platynus ruficollis","Gregarina platyni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3611",1,"Dromius longiceps","Gregarina platyni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3612",1,"Plegaderus saucius","Gregarina plegaderi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3613",1,"Poekilocerus pictus","Gregarina poeciloceri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3614",1,"Relor obesus","Gregarina polaris","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3615",1,"Scutovertex minutus","Acarogregarina corolla","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3616",1,"Haploembia solieri","Diplocystis clerci","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Coelom"
"3617",1,"Dermacentor andersoni","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3618",1,"Schistocerca gregaria","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3619",1,"Blaberus craniifer","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3620",1,"Zootermopsis angusticollis","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3621",1,"Estigmene acrea","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3622",1,"Bombyx mori","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3623",1,"Galleria mellonella","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3624",1,"Phthorimaea operculella","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3625",1,"Sabulodes aegrotata","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3626",1,"Malacosoma neustria","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3627",1,"Peridroma saucia","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3628",1,"Pseudaletia unipuncta","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3629",1,"Junonia coenia","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3630",1,"Colias eurytheme","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3631",1,"Pieris brassicae","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3632",1,"Loxostege sticticalis","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3633",1,"Ostrinia nubilalis","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3634",1,"Yponomeuta malinellus","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3635",1,"Cleonus punctiventris","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3636",1,"Sitophilus granarius","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3637",1,"Sitophilus oryzae","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3638",1,"Tenebrio molitor","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3639",1,"Tribolium confusum","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3640",1,"Neodiprion pratti banksianae","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3641",1,"Neodiprion lecontei","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3642",1,"Neodiprion swainei","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3643",1,"Nematus ribesii","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3644",1,"Camnula pellucida","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3645",1,"Locustana pardalina","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3646",1,"Melanoplus sanguinipes sanguinipes ","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3647",1,"Melanoplus bivittatus","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3648",1,"Melanoplus packardi","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"3649",1,"Spodoptera eridania","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3650",1,"Periplaneta americana","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3651",1,"Plodia interpunctella ","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3652",1,"Cydia pomonella","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3653",1,"Trichiocampus irregularis","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3654",1,"Choristoneura fumiferana","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3655",1,"Sitophilus oryzae","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3656",1,"Sitophilus granarius","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3657",1,"Tribolium confusum","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3658",1,"Gilpinia hercyniae","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3659",1,"Hemichroa crocea","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3660",1,"Nematus ribesii","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3661",1,"Neodiprion pratti banksianae","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3662",1,"Neodiprion lecontei","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3663",1,"Neodiprion sertifer","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3664",1,"Pikonema alaskensis","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3665",1,"Colias eurytheme","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3666",1,"Phthorimaea operculella","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3667",1,"Malacosoma disstria","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3668",1,"Thaumetopoea processionea","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3669",1,"Thaumetopoea pityocampa","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3670",1,"Malacosoma americanum","Clostridium malacosomae","Spore-forming bacteria","Bacillaceae",NA,NA,""
"3671",1,"Anopheles gambiae","Coelomomyces africanus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3672",1,"Anopheles funestus","Coelomomyces africanus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3673",1,"Anopheles squamosus","Coelomomyces africanus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3674",1,"Anopheles subpictus","Coelomomyces anophelesicus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3675",1,"Anopheles vagus","Coelomomyces anophelesicus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3676",1,"Anopheles annularis","Coelomomyces anophelesicus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3677",1,"Anopheles varuna","Coelomomyces anophelesicus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3678",1,"Anopheles minimus","Coelomomyces ascariformis","Chytridiomycetes","Blastocladiales",NA,NA,""
"3679",1,"Anopheles crucians","Coelomomyces bisymmetricus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3680",1,"Anopheles farauti","Coelomomyces cairnsensis","Chytridiomycetes","Blastocladiales",NA,NA,""
"3681",1,"Anopheles crucians","Coelomomyces cribrosus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3682",1,"Anopheles punctipennis","Coelomomyces cribrosus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3683",1,"Culex fraudatrix","Coelomomyces cribrosus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3684",1,"Culex tritaeniorhynchus","Coelomomyces cribrosus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3685",1,"Culex siamensis","Coelomomyces cribrosus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3686",1,"Anopheles punctipennis","Coelomomyces dodgei","Chytridiomycetes","Blastocladiales",NA,NA,""
"3687",1,"Aedes notoscriptus","Coelomomyces finlayae","Chytridiomycetes","Blastocladiales",NA,NA,""
"3688",1,"Anopheles gambiae","Coelomomyces grassei","Chytridiomycetes","Blastocladiales",NA,NA,""
"3689",1,"Anopheles barbirostris","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3690",1,"Anopheles hyrcanus","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3691",1,"Anopheles subpictus","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3692",1,"Anopheles aconitus","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3693",1,"Anopheles varuna","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3694",1,"Anopheles pseudojamesi","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3695",1,"Anopheles annularis","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3696",1,"Anopheles jamesii","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3697",1,"Anopheles vagus","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3698",1,"Anopheles gambiae","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3699",1,"Anopheles squamosus","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3700",1,"Anopheles rufipes","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3701",1,"Anopheles rivulorum","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3702",1,"Anopheles pretoriensis","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3703",1,"Culex simpsoni","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3704",1,"Aedeomyia catasticta","Coelomomyces indiana","Chytridiomycetes","Blastocladiales",NA,NA,""
"3705",1,"Anopheles crucians","Coelomomyces keilini","Chytridiomycetes","Blastocladiales",NA,NA,""
"3706",1,"Anopheles crucians","Coelomomyces lativittatus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3707",1,"Anopheles earlei","Coelomomyces lativittatus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3708",1,"Culex erraticus","Coelomomyces pentangulatus","Chytridiomycetes","Blastocladiales",NA,NA,""
"3709",1,"Psorophora ciliata","Coelomomyces psorophorae","Chytridiomycetes","Blastocladiales",NA,NA,""
"3710",1,"Psorophora howardii","Coelomomyces psorophorae","Chytridiomycetes","Blastocladiales",NA,NA,""
"3711",1,"Aedes scatophagoides","Coelomomyces psorophorae","Chytridiomycetes","Blastocladiales",NA,NA,""
